SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:33:32,2022-08-16,gsw light adap,Shane,,rhov,004,002,0.170080,2.916418,0.160707,4.459794,1.584623,1.459129,4.305149,2.720526,14.449931,15.692715,42.634415,0.441786,PSF-00338_20220816123332,0.000000,0.000000,0.000000,95.389008,153.239685,0.377518,0.5,0.80,194.578445,32.67,30.08,32.28,30.18,100.98,156.0,153.0,1.9,1289,3.941,12:30:56,2022-08-16,6.99,0.002,0.004,0.012,-1.852,-3.887,-7.501,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,145.658249,25,-8.341527,142.611984,144.887344,-2.275360,2.467043,2.465709,1.650452,0.826268,0.204502,-0.023448,0.054616,1.271104,95.389008,0.000389,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123332,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:33:49,2022-08-16,gsw light adap,Shane,,rhov,004,003,0.159190,2.916322,0.150950,4.488194,1.579049,1.452744,4.491071,2.912022,14.387272,15.638133,44.477390,0.441786,PSF-00338_20220816123349,0.000000,0.000000,0.000000,78.296898,154.261826,0.492442,0.5,0.80,387.804901,32.58,29.98,32.26,30.92,100.97,156.0,150.3,3.7,1969,3.996,12:30:56,2022-08-16,6.99,0.002,0.003,0.016,0.570,1.323,3.223,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,148.292542,25,-5.653887,147.997864,148.600616,-0.602753,2.466892,2.465583,1.650352,0.821338,0.204631,-0.014534,0.056660,1.885605,78.296898,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123349,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:34:12,2022-08-16,gsw light adap,Shane,,rhov,004,004,0.773075,2.917144,0.611121,13.398832,1.845196,1.469416,3.994854,2.149658,14.553571,18.275417,39.566330,0.441786,PSF-00338_20220816123412,0.000000,0.000000,0.000000,93.881607,214.985382,0.563312,0.5,0.80,253.321014,38.11,30.35,32.25,28.88,100.97,156.1,152.8,2.2,1124,3.947,12:30:56,2022-08-16,6.99,0.002,0.003,0.017,-0.215,-0.513,-0.813,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,198.724152,25,-16.449024,195.420746,198.515045,-3.094299,2.467438,2.473793,1.651212,0.825836,0.204744,-0.038234,0.059409,1.122692,93.881607,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123412,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:34:41,2022-08-16,gsw light adap,Shane,,rhov,005,001,0.791120,2.914927,0.622242,13.964992,1.848920,1.456559,4.048917,2.199997,14.424979,18.310717,40.098316,0.441786,PSF-00338_20220816123441,0.000000,0.000000,0.000000,92.581985,205.239822,0.548908,0.5,0.80,272.145416,38.24,30.12,32.22,29.12,100.97,155.9,152.1,2.4,1239,3.994,12:30:56,2022-08-16,6.99,0.002,0.002,0.018,-0.571,-1.353,-2.970,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,189.226273,25,-16.122124,185.717590,189.096802,-3.379211,2.467114,2.473988,1.648896,0.824704,0.204943,-0.035243,0.062959,1.226791,92.581985,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123441,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:35:01,2022-08-16,gsw light adap,Shane,,rhov,006,001,0.106362,2.915949,0.102619,3.383852,1.545377,1.450092,4.770794,3.225417,14.361256,15.304933,47.248447,0.441786,PSF-00338_20220816123501,0.000000,0.000000,0.000000,96.658585,173.231140,0.442025,0.5,0.80,260.751923,32.00,30.03,32.20,31.98,100.97,156.0,153.3,1.7,1475,3.939,12:30:56,2022-08-16,6.99,0.002,0.002,-9999.000,-0.215,0.278,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,158.208847,25,-15.418174,153.772476,157.792984,-4.020508,2.466979,2.464709,1.649962,0.826788,0.205127,-0.001121,0.065394,1.439323,96.658585,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123501,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:35:16,2022-08-16,gsw light adap,Shane,,rhov,006,002,0.127059,2.918358,0.121758,3.903351,1.543211,1.433508,4.680315,3.137104,14.197682,15.284196,46.354549,0.441786,PSF-00338_20220816123516,0.000000,0.000000,0.000000,91.159348,150.661697,0.394940,0.5,0.80,265.584961,31.99,29.72,32.18,31.65,100.97,156.3,153.8,1.6,1681,3.994,12:30:56,2022-08-16,6.99,0.003,0.005,0.016,0.358,1.351,4.081,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,139.304642,25,-11.647676,136.057373,138.998932,-2.941559,2.466529,2.464704,1.652484,0.827677,0.205301,-0.004906,0.067113,1.625788,91.159348,0.000384,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123516,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:35:40,2022-08-16,gsw light adap,Shane,,rhov,009,001,0.323612,2.915127,0.291277,8.673236,1.659508,1.415403,4.573321,2.913814,14.017740,16.435286,45.292854,0.441786,PSF-00338_20220816123540,0.000000,0.000000,0.000000,59.472443,84.999268,0.300318,0.5,0.80,227.368698,34.48,29.41,32.14,31.24,100.97,155.9,153.1,1.8,1893,3.993,12:30:56,2022-08-16,6.99,0.001,0.004,0.011,-0.334,-0.341,-0.785,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,78.320862,25,-7.202020,75.857162,77.787918,-1.930756,2.466078,2.468464,1.649104,0.826435,0.205621,-0.009279,0.069867,1.816900,59.472443,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123540,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:36:06,2022-08-16,gsw light adap,Shane,,rhov,009,002,0.352382,2.915439,0.314383,8.167216,1.630234,1.400374,4.177727,2.547493,13.869831,16.146442,41.377766,0.441786,PSF-00338_20220816123606,0.000000,0.000000,0.000000,82.593086,149.320999,0.446876,0.5,0.80,242.935516,33.97,29.18,32.09,29.66,100.97,155.9,153.5,1.6,1359,3.992,12:30:56,2022-08-16,6.99,-0.001,0.000,0.013,-0.151,-0.273,-0.751,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,137.786514,25,-12.162173,133.759979,137.143066,-3.383087,2.465753,2.467714,1.649429,0.827077,0.206043,-0.027285,0.072924,1.334825,82.593086,0.000387,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123606,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:36:23,2022-08-16,gsw light adap,Shane,,rhov,009,003,0.231549,2.915376,0.214511,5.950184,1.607427,1.439914,4.325813,2.718386,14.261127,15.920203,42.843513,0.441786,PSF-00338_20220816123623,0.000000,0.000000,0.000000,61.400772,110.724258,0.445462,0.5,0.80,228.978851,33.56,30.07,32.05,30.27,100.97,155.9,149.6,4.1,1285,3.991,12:30:56,2022-08-16,6.99,0.002,0.002,0.017,-0.491,-1.246,-1.351,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,104.336502,25,-6.945701,102.239014,103.769562,-1.530548,2.467065,2.467101,1.649364,0.820163,0.206312,-0.019776,0.074950,1.267964,61.400772,0.000381,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123623,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:38:55,2022-08-16,gsw light adap,Shane,,rhov,010,001,0.119988,2.915238,0.115245,3.885774,1.535077,1.425588,4.832209,3.297132,14.118855,15.203224,47.857632,0.441786,PSF-00338_20220816123855,0.000000,0.000000,0.000000,109.874008,196.381332,0.440507,0.5,0.80,317.799133,31.42,29.18,32.40,32.21,100.97,155.9,153.9,1.3,1804,3.988,12:30:56,2022-08-16,6.99,0.001,0.003,0.012,-0.480,-1.532,-4.518,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,177.976364,25,-18.780045,173.036819,177.576950,-4.540131,2.465686,2.463792,1.649220,0.827928,0.203496,-0.000853,0.093442,1.736383,109.874008,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123855,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:39:13,2022-08-16,gsw light adap,Shane,,rhov,010,002,0.059761,2.916968,0.058562,2.198856,1.471360,1.409450,5.138286,3.666926,13.959758,14.572931,50.891628,0.441786,PSF-00338_20220816123913,0.000000,0.000000,0.000000,69.537880,106.426613,0.346612,0.5,0.80,228.568039,30.07,28.81,32.43,33.30,100.97,156.1,154.1,1.3,1649,3.988,12:30:56,2022-08-16,6.99,0.001,0.002,0.011,-0.901,-1.651,-0.336,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,95.944405,25,-12.651595,89.899063,93.758621,-3.859558,2.465121,2.461709,1.651027,0.828172,0.203270,0.011996,0.095315,1.596353,69.537880,0.000388,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123913,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:39:28,2022-08-16,gsw light adap,Shane,,rhov,011,001,0.115590,2.915268,0.111182,3.687089,1.517585,1.413682,4.761788,3.244203,14.001458,15.030538,47.161942,0.441786,PSF-00338_20220816123928,0.000000,0.000000,0.000000,134.559982,178.734634,0.247152,0.5,0.80,187.237595,31.00,28.88,32.44,31.95,100.97,155.9,153.2,1.8,1894,3.987,12:30:56,2022-08-16,6.99,0.001,0.003,0.012,-1.786,-3.718,-9.547,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,172.152039,25,-7.186232,168.794632,171.539093,-2.744461,2.465223,2.463135,1.649251,0.826514,0.203191,-0.004427,0.096899,1.818002,134.559982,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123928,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:39:43,2022-08-16,gsw light adap,Shane,,rhov,011,002,0.083552,2.914947,0.081224,2.911377,1.449426,1.367303,4.953808,3.504382,13.541780,14.355119,49.062538,0.441786,PSF-00338_20220816123943,0.000000,0.000000,0.000000,81.593872,104.414383,0.218557,0.5,0.80,175.251358,29.61,27.93,32.44,32.65,100.97,155.9,154.0,1.2,2005,3.987,12:30:56,2022-08-16,6.99,0.001,0.003,-9999.000,0.058,-0.386,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,102.491501,25,-1.806309,102.283714,102.605736,-0.322021,2.463818,2.460996,1.648916,0.828057,0.203213,0.004025,0.098720,1.917993,81.593872,0.000384,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123943,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:39:59,2022-08-16,gsw light adap,Shane,,rhov,011,003,0.107531,2.915615,0.103706,3.055984,1.454045,1.367892,4.343988,2.889944,13.547406,14.400656,43.022243,0.441786,PSF-00338_20220816123959,0.000000,0.000000,0.000000,76.074242,107.706787,0.293691,0.5,0.80,30.288006,29.74,27.98,32.42,30.34,100.97,156.0,154.2,1.1,258,3.986,12:30:56,2022-08-16,6.99,0.002,0.004,0.013,-1.489,-2.169,-6.445,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,107.706787,25,-4.813420,102.356316,102.887131,-0.530815,2.463885,2.461196,1.649613,0.828419,0.203367,-0.023307,0.100453,0.340006,76.074242,0.000387,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816123959,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:40:14,2022-08-16,gsw light adap,Shane,,rhov,013,001,0.017773,2.915740,0.017665,0.647197,1.387567,1.369311,4.970265,3.582698,13.561567,13.742372,49.225163,0.441786,PSF-00338_20220816124014,0.000000,0.000000,0.000000,72.842003,80.336449,0.093288,0.5,0.80,64.706047,28.43,28.06,32.39,32.71,100.97,156.0,154.0,1.3,1734,3.985,12:30:56,2022-08-16,6.99,0.001,0.003,-9999.000,-0.001,0.060,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,80.336449,25,1.784949,80.938698,82.123711,-1.185013,2.464014,2.459167,1.649744,0.827970,0.203634,0.005371,0.102051,1.673542,72.842003,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124014,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:40:34,2022-08-16,gsw light adap,Shane,,rhov,014,001,0.352538,2.916358,0.314519,9.323931,1.622570,1.360338,4.524446,2.901876,13.473931,16.071297,44.813915,0.441786,PSF-00338_20220816124034,0.000000,0.000000,0.000000,67.742943,99.195473,0.317076,0.5,0.80,230.953293,33.34,27.95,32.33,31.05,100.96,156.0,151.4,3.0,1821,3.985,12:30:56,2022-08-16,6.99,0.004,0.005,0.012,-1.028,-1.322,-3.845,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,93.230011,25,-6.198102,91.408966,92.989342,-1.580376,2.463871,2.466717,1.650389,0.823444,0.204045,-0.013871,0.104079,1.752066,67.742943,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124034,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:40:48,2022-08-16,gsw light adap,Shane,,rhov,015,001,0.032855,2.917705,0.032490,1.123511,1.390383,1.358746,4.774940,3.384557,13.458660,13.772035,47.296772,0.441786,PSF-00338_20220816124048,0.000000,0.000000,0.000000,76.695442,93.243095,0.177468,0.5,0.80,109.311729,28.63,27.98,32.30,32.00,100.96,156.2,153.4,1.8,1540,3.984,12:30:56,2022-08-16,6.99,-0.001,0.002,-9999.000,-1.478,-3.166,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,92.143181,25,-1.101431,91.493011,92.140236,-0.647224,2.463919,2.459498,1.651800,0.826994,0.204350,-0.002100,0.105556,1.498153,76.695442,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124048,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
